step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
252,TRANSFER,6636.29,40467.11,63217.62,32492.88,12064.51,0,0
254,CASH_OUT,438.93,36266.6,90520.69,56284.77,29604.77,0,0
385,PAYMENT,3244.42,89494.62,23905.85,19303.08,8892.76,0,0
456,TRANSFER,916.0,76036.25,37247.19,9255.38,85976.18,0,0
259,TRANSFER,2798.72,85881.13,12770.94,95194.24,29914.7,0,0
465,CASH_OUT,357.51,9651.96,56797.77,68197.58,17925.23,0,0
34,DEBIT,934.59,36216.83,75288.32,84740.06,18674.3,0,0
495,CASH_OUT,5842.97,20862.32,47326.91,54992.92,43579.7,0,0
326,CASH_OUT,1629.7,17123.76,28964.32,95333.82,43449.25,0,0
238,TRANSFER,1351.59,88179.08,30809.55,52959.47,76499.04,0,0
691,CASH_OUT,2789.52,88908.92,83872.18,89220.88,2630.32,0,0
616,PAYMENT,1079.32,57190.67,81400.13,1638.13,91356.3,0,0
541,CASH_OUT,1358.59,25931.25,67519.45,27320.84,69370.18,0,0
739,PAYMENT,1644.72,97484.78,58727.85,21253.44,83458.68,0,0
466,PAYMENT,9207.72,10984.03,22225.27,84852.27,66396.93,0,0
304,CASH_OUT,3273.34,77669.03,85216.65,65374.77,73791.56,0,0
117,DEBIT,81.23,32892.79,58828.45,42445.05,27465.08,0,0
207,PAYMENT,3061.42,40271.55,86223.61,89387.59,9634.62,0,0
697,PAYMENT,1398.23,80079.9,20168.31,76623.97,40805.65,0,0
481,PAYMENT,524.46,3621.74,62820.98,41961.86,24448.7,0,0
650,DEBIT,3841.49,46864.02,68236.5,97060.46,70826.08,0,0
403,CASH_OUT,630.88,40995.05,51234.39,27985.97,9575.85,0,0
676,DEBIT,772.53,26232.28,2677.38,41606.86,89352.56,0,0
587,CASH_OUT,130.13,96340.22,45226.84,14608.75,69652.68,0,0
233,PAYMENT,7597.83,49739.95,53737.2,42507.29,7579.61,0,0
284,TRANSFER,3173.22,43463.04,61189.64,84176.87,7288.43,0,0
480,PAYMENT,320.58,68939.79,34196.5,21386.26,35579.7,0,0
9,CASH_OUT,1344.92,74351.72,85259.38,41906.67,74297.42,0,0
715,DEBIT,821.2,26253.17,58839.36,45894.74,86514.07,0,0
379,PAYMENT,65.86,30311.83,93896.79,4524.16,44807.7,0,0
603,PAYMENT,5240.66,3794.58,59383.33,90786.84,41681.4,0,0
381,CASH_OUT,3657.8,99185.98,62136.03,45274.05,87658.32,0,0
662,CASH_OUT,8674.51,21.16,82762.36,13861.07,33361.88,1,0
360,TRANSFER,555.5,47993.73,81311.48,60007.26,98113.38,0,0
176,PAYMENT,2404.06,44486.66,48541.24,60570.07,79120.25,0,0
485,PAYMENT,251.51,80466.22,4294.67,46721.71,70091.72,0,0
405,PAYMENT,1129.13,6936.25,78115.56,57712.52,78073.78,0,0
33,TRANSFER,3751.23,31150.53,72471.13,50647.1,37782.89,0,0
465,TRANSFER,16.18,72223.53,91979.02,28196.09,76982.53,0,0
696,PAYMENT,1310.55,97938.43,42823.39,65586.33,40710.2,0,0
157,CASH_OUT,1140.79,99617.81,62562.03,50016.97,30109.92,0,0
565,DEBIT,2348.82,18003.29,58495.0,48993.27,90245.78,0,0
202,PAYMENT,543.42,7160.49,43594.02,15498.13,97269.79,0,0
175,PAYMENT,380.59,49205.16,56823.31,3699.8,18929.22,0,0
244,PAYMENT,2103.65,3544.23,43592.07,85422.27,2474.04,0,0
269,CASH_OUT,2050.29,46968.67,17858.21,59767.6,58790.29,0,0
446,TRANSFER,2786.91,94474.97,52614.56,67306.26,98010.54,0,0
74,DEBIT,567.15,84207.73,15739.57,49529.29,63956.88,0,0
96,DEBIT,32.92,4592.49,64413.41,8595.93,12089.42,0,0
173,TRANSFER,4206.78,2211.39,76097.52,13230.51,98825.69,0,0
406,PAYMENT,462.2,41927.07,15695.79,54397.44,45753.8,0,0
155,PAYMENT,1082.46,11071.56,25461.86,93071.92,80046.69,0,0
183,DEBIT,1264.11,37009.82,26034.64,40023.27,76645.47,0,0
323,DEBIT,414.87,69819.06,27000.17,76231.59,30974.97,0,0
289,PAYMENT,1471.4,33571.53,80018.43,48619.91,48519.34,0,0
258,CASH_OUT,4913.59,36501.08,37007.14,56168.59,52839.24,0,0
587,PAYMENT,633.13,7967.73,43528.57,93680.15,62212.48,0,0
174,CASH_OUT,1469.35,90404.62,98526.91,95916.03,7878.45,0,0
330,PAYMENT,738.35,82629.82,69089.66,76580.74,26769.14,0,0
231,DEBIT,7897.94,37681.01,27084.54,65850.6,2879.7,0,0
161,PAYMENT,498.46,55706.38,25815.62,47965.49,20108.98,0,0
186,PAYMENT,231.56,49313.29,1665.63,15166.21,39757.88,0,0
143,TRANSFER,307.74,21591.89,12415.86,12342.91,36013.2,0,0
282,PAYMENT,914.73,23050.54,60866.9,55692.65,20437.75,0,0
640,PAYMENT,1609.73,49943.46,99962.67,7093.36,84170.13,0,0
678,PAYMENT,2205.31,42353.6,68331.01,62997.68,2880.71,0,0
27,DEBIT,1652.96,40588.56,37874.14,33090.2,75056.5,0,0
246,PAYMENT,4719.09,83740.37,94851.28,83424.45,19309.01,0,0
487,CASH_OUT,893.48,2344.09,19588.97,33369.74,43985.61,0,0
647,CASH_OUT,2491.91,96116.27,53414.75,41133.88,15892.18,0,0
202,PAYMENT,624.44,79163.18,80623.43,46201.56,75817.55,0,0
21,DEBIT,2289.9,89487.55,82097.81,53008.15,75004.38,0,0
591,CASH_OUT,5202.37,64781.42,92824.32,81805.07,43084.43,0,0
670,PAYMENT,7670.47,28395.7,3528.63,63038.53,25122.13,0,0
94,PAYMENT,2616.4,52155.54,97435.88,76104.81,38768.65,0,0
8,CASH_OUT,5710.08,44618.36,28871.72,2215.09,64346.19,0,0
472,DEBIT,2281.58,17707.99,3239.86,50830.8,16519.3,0,0
339,DEBIT,6604.31,97808.13,99766.52,76157.04,87880.41,0,0
259,CASH_OUT,4565.97,30212.99,88692.6,5564.73,88211.73,0,0
55,PAYMENT,225.49,4177.22,18232.34,33120.81,77272.94,0,0
548,DEBIT,1285.38,48852.62,24437.66,2968.37,8180.2,0,0
6,TRANSFER,853.73,10739.01,72564.82,6954.88,4056.3,0,0
377,PAYMENT,54.74,82764.13,94488.84,9633.95,67383.03,0,0
554,DEBIT,1258.11,3305.44,69473.03,71240.64,62635.7,0,0
50,PAYMENT,321.16,5107.05,29011.74,19856.77,30924.4,0,0
112,TRANSFER,74.27,79023.93,60402.25,63239.81,82705.7,0,0
146,CASH_OUT,1177.64,12704.3,6024.44,39824.1,93628.28,0,0
230,TRANSFER,528.94,56337.26,23984.36,98702.24,16067.62,0,0
723,PAYMENT,5475.73,62475.69,94328.81,20962.72,55183.59,0,0
497,CASH_OUT,3350.06,99508.47,28669.55,21923.24,53307.15,0,0
306,TRANSFER,6254.93,25436.38,35419.69,55884.18,72104.13,0,0
542,DEBIT,4265.09,29585.37,51898.77,94594.84,89263.36,0,0
461,TRANSFER,2603.59,6589.54,30953.82,42766.9,97111.51,0,0
628,PAYMENT,1820.83,5031.93,11753.76,97992.27,7819.95,0,0
226,DEBIT,135.39,40942.39,45592.86,91114.07,41082.73,0,0
59,TRANSFER,617.97,65871.74,2704.58,52887.7,79848.24,0,0
76,PAYMENT,2480.87,66210.02,35712.21,1651.69,15986.15,0,0
428,CASH_OUT,1025.59,77673.1,26306.53,39737.02,84421.43,0,0
728,TRANSFER,787.16,53977.57,62819.37,45340.98,89910.14,0,0
132,CASH_OUT,219.56,79331.52,16729.33,8180.69,11400.88,0,0
498,DEBIT,145.54,18038.81,70216.74,82962.48,2185.78,0,0
593,CASH_OUT,471.41,63414.71,41138.88,37122.84,91478.08,0,0
305,PAYMENT,3598.48,77829.02,49864.84,90176.3,29572.32,0,0
67,DEBIT,2175.44,57097.77,36642.01,35522.79,5485.06,0,0
230,TRANSFER,833.9,72380.59,14357.67,50233.4,63141.2,0,0
333,CASH_OUT,125.94,14161.76,13091.51,23282.99,39879.18,0,0
277,DEBIT,417.43,44302.0,16992.2,10893.47,63312.66,0,0
584,DEBIT,1195.26,85133.03,63874.49,10186.41,83476.85,0,0
721,TRANSFER,332.62,31789.45,28598.95,21277.59,82120.92,0,0
144,TRANSFER,2876.02,89895.68,61857.53,98496.24,83011.22,0,0
251,TRANSFER,3108.34,98801.07,21507.78,29537.58,81623.8,0,0
691,TRANSFER,294.38,13942.28,73329.98,94073.61,45017.99,0,0
80,CASH_OUT,2595.62,14764.81,24674.56,49065.29,90545.61,0,0
57,DEBIT,1435.86,37485.39,88296.71,50407.84,26678.82,0,0
366,TRANSFER,6560.52,56297.44,59006.04,90031.29,31907.15,0,0
308,DEBIT,3098.26,76292.02,32113.35,4201.69,83065.86,0,0
174,DEBIT,1760.39,6741.56,94378.05,88506.08,77023.49,0,0
462,PAYMENT,1850.75,78159.54,13385.35,78761.62,42029.61,0,0
678,PAYMENT,394.25,16350.86,96440.61,57940.68,73279.25,0,0
596,TRANSFER,4481.62,8504.99,5280.61,66171.01,70493.34,0,0
493,TRANSFER,1638.54,60278.68,58230.13,82804.03,12916.93,0,0
560,PAYMENT,1707.09,7716.09,79400.05,38747.66,5682.88,0,0
639,DEBIT,1713.3,7309.74,75597.65,355.85,8468.17,0,0
681,TRANSFER,646.58,61763.68,69899.32,96885.97,45121.35,0,0
374,CASH_OUT,3343.59,69875.12,2840.51,21751.6,32292.97,0,0
349,TRANSFER,3965.93,91925.06,31708.96,47088.49,56686.43,0,0
67,TRANSFER,679.03,95747.25,30970.35,24383.53,18650.87,0,0
330,CASH_OUT,1165.97,47696.92,6874.89,36041.97,17663.54,0,0
194,TRANSFER,394.83,64386.43,76134.24,36958.43,21182.59,0,0
155,DEBIT,545.04,77809.66,23401.94,38335.8,43729.85,0,0
160,CASH_OUT,818.89,92313.44,95989.37,66130.07,4707.04,0,0
696,CASH_OUT,4645.36,2211.18,65925.39,53879.8,83443.07,0,0
266,PAYMENT,1967.85,21810.39,63143.16,32032.85,52606.34,0,0
168,DEBIT,1773.22,52437.0,9422.14,47255.96,16139.37,0,0
145,PAYMENT,5865.79,23165.29,20556.64,71971.31,29933.48,0,0
186,DEBIT,3133.91,51683.1,33460.7,35753.89,11836.65,0,0
423,TRANSFER,32.36,67911.73,27433.65,2155.36,51454.85,0,0
457,PAYMENT,265.54,76961.1,30380.6,83333.01,69928.2,0,0
345,TRANSFER,569.38,83591.89,28761.5,97282.43,52975.21,0,0
735,TRANSFER,724.58,99455.47,70707.58,38388.21,61188.94,0,0
554,PAYMENT,3592.28,87962.8,66010.37,77608.02,32313.22,0,0
516,PAYMENT,2938.56,34739.58,737.92,12351.97,72701.46,0,0
705,TRANSFER,314.35,29047.19,18290.87,50961.9,81422.24,0,0
104,TRANSFER,1526.85,30194.58,75996.4,90711.67,87002.92,0,0
247,DEBIT,231.08,9206.98,55214.66,44824.26,70799.73,0,0
23,TRANSFER,379.62,66303.02,32017.14,80344.72,85119.66,0,0
525,CASH_OUT,554.64,1057.76,86000.33,50701.32,77780.83,0,0
144,TRANSFER,4713.98,29249.25,49915.07,81419.04,5048.25,0,0
730,TRANSFER,910.54,76706.29,55283.02,62212.21,27725.42,0,0
695,TRANSFER,4949.54,46918.48,75092.59,32114.76,40998.05,0,0
193,PAYMENT,2778.52,41293.21,49723.95,29635.38,80797.11,0,0
465,PAYMENT,2767.84,78612.52,14674.99,13588.76,52697.68,0,0
375,CASH_OUT,3254.1,40237.12,16519.62,69492.45,61244.08,0,0
677,TRANSFER,201.78,47362.57,82346.02,82696.25,14596.05,0,0
692,DEBIT,3370.66,49349.98,78879.6,79011.51,36169.49,0,0
629,DEBIT,582.27,50608.41,1782.73,39383.64,75555.54,0,0
266,TRANSFER,8261.78,10154.95,55835.37,60839.36,69385.57,0,0
378,TRANSFER,3770.42,52812.24,40772.01,94981.15,71177.32,0,0
550,TRANSFER,11394.93,38700.76,10950.56,98784.4,23779.57,0,0
556,TRANSFER,5532.94,89967.86,49445.24,69268.25,16969.54,0,0
74,TRANSFER,891.73,1253.02,94027.17,24088.61,92357.15,0,0
438,PAYMENT,5683.96,51641.68,47385.14,93321.54,9286.46,0,0
226,CASH_OUT,801.64,97451.03,61190.26,10683.15,64193.52,0,0
308,PAYMENT,2153.35,1524.35,91554.38,64852.51,39789.53,0,0
348,DEBIT,3414.65,69089.21,21427.62,44267.72,82965.07,0,0
476,PAYMENT,962.44,2988.95,43634.68,99591.74,54007.49,0,0
315,PAYMENT,455.98,86248.51,24093.79,2244.33,31907.23,0,0
525,CASH_OUT,4505.44,19642.64,99233.13,45094.6,1385.69,0,0
425,DEBIT,218.03,82516.57,2173.12,77493.63,53772.1,0,0
524,DEBIT,908.18,91663.83,84990.06,59423.74,91533.45,0,0
562,TRANSFER,1555.55,13614.29,40719.22,65399.72,55737.2,0,0
249,CASH_OUT,3266.95,9828.84,97960.27,43310.44,2972.48,0,0
631,PAYMENT,4062.75,83661.3,46751.01,66436.7,13435.92,0,0
569,PAYMENT,1433.38,17511.88,63562.92,21903.81,288.3,0,0
182,PAYMENT,1703.8,5334.03,56905.07,13702.52,75322.62,0,0
106,DEBIT,3845.91,22079.13,10690.1,93467.15,28224.56,0,0
191,DEBIT,1258.51,20530.41,94926.31,48114.18,51746.6,0,0
137,PAYMENT,1637.89,67462.48,62643.83,37841.4,76843.66,0,0
700,DEBIT,37.22,47199.9,28529.8,70998.64,63180.71,0,0
120,TRANSFER,6036.72,76564.42,33154.54,93571.64,51780.26,0,0
72,PAYMENT,1673.01,23585.91,3205.83,27768.77,24983.08,0,0
131,PAYMENT,2600.78,49086.74,21871.49,72689.31,28596.0,0,0
457,TRANSFER,569.81,10550.7,42617.67,35184.02,82368.77,0,0
479,DEBIT,2137.65,47212.81,26014.98,51746.54,4881.33,0,0
52,PAYMENT,1232.47,49940.18,20080.62,46994.98,97463.37,0,0
574,TRANSFER,238.63,91150.49,61662.37,51955.46,45240.11,0,0
119,CASH_OUT,3545.87,94871.27,56646.99,47287.19,53726.12,0,0
264,TRANSFER,3656.91,87529.83,89081.12,74519.92,13863.07,0,0
239,PAYMENT,131.67,92243.61,51923.45,62287.76,15523.31,0,0
351,TRANSFER,990.58,4654.71,55235.69,14394.5,37415.95,0,0
255,DEBIT,661.02,82679.54,25385.22,76811.13,45815.46,0,0
685,PAYMENT,1452.87,6658.91,89982.36,14252.29,96178.41,0,0
309,PAYMENT,1341.97,57184.8,97145.66,16230.3,40287.25,0,0
607,DEBIT,2136.71,8526.35,48555.59,39573.76,82964.63,0,0
495,DEBIT,568.68,79097.28,7352.35,73764.94,89189.33,0,0
57,DEBIT,501.28,227.38,27225.29,48350.09,63625.43,0,0
403,CASH_OUT,2569.84,38387.26,1075.74,95755.61,95868.06,0,0
67,PAYMENT,7476.58,52951.96,18842.29,69434.48,19315.86,0,0
46,PAYMENT,5850.34,27091.17,1314.65,36404.84,44271.6,0,0
606,PAYMENT,3140.3,50523.87,64533.43,22580.67,96170.08,0,0
650,TRANSFER,139.7,87619.18,82869.92,31016.09,44677.06,0,0
369,PAYMENT,543.02,61001.55,86801.76,87465.92,92259.74,0,0
605,PAYMENT,2339.96,55307.6,26062.22,64436.44,85970.24,0,0
232,DEBIT,701.31,98092.41,55122.68,71214.78,47655.51,0,0
402,DEBIT,1000.51,39000.04,70180.81,32572.63,66802.66,0,0
561,DEBIT,6144.51,88195.37,72810.59,29369.75,44955.2,0,0
23,PAYMENT,180.52,64675.2,3610.05,41036.96,48470.27,0,0
574,DEBIT,3950.1,77517.74,22693.12,26535.19,59932.21,0,0
267,CASH_OUT,103.21,31202.19,37946.07,16346.87,47111.02,0,0
118,DEBIT,824.81,61064.65,26960.59,1329.78,85430.79,0,0
600,CASH_OUT,1621.17,84848.12,77989.06,72002.33,33314.49,0,0
601,TRANSFER,881.31,62562.54,15178.04,68369.41,19549.58,0,0
55,CASH_OUT,6300.43,67597.87,91933.83,73034.52,47899.13,0,0
153,CASH_OUT,1403.87,51105.35,85943.26,18444.87,81679.25,0,0
239,TRANSFER,2647.31,12706.98,51757.41,29086.23,93150.46,0,0
265,CASH_OUT,2421.76,74939.98,82247.68,87883.28,62503.72,0,0
268,PAYMENT,3604.74,69487.19,38352.01,80387.11,26044.09,0,0
113,PAYMENT,3988.94,49593.75,16606.53,9922.52,23307.51,0,0
166,DEBIT,1255.91,40316.81,31403.5,55203.88,68655.74,0,0
668,DEBIT,3975.59,66688.44,629.08,54466.64,41747.5,0,0
8,DEBIT,2119.46,70010.45,97631.32,68537.48,51516.4,0,0
714,DEBIT,2317.11,38273.11,77406.65,58088.32,98037.33,0,0
217,PAYMENT,380.47,30669.75,140.04,76368.45,35410.06,0,0
431,DEBIT,562.34,96989.36,82685.26,98394.3,96888.36,0,0
292,CASH_OUT,2327.36,97602.97,17971.42,37525.59,20157.04,0,0
50,TRANSFER,617.49,37408.13,92819.99,68485.27,94552.46,0,0
107,CASH_OUT,1346.85,96080.89,19987.67,88588.65,41498.83,0,0
9,TRANSFER,1346.55,58468.68,21272.05,33922.09,25575.07,0,0
700,PAYMENT,533.24,1406.73,93583.8,57514.71,98341.19,0,0
456,TRANSFER,1671.7,11081.83,49120.46,93143.86,57521.74,0,0
323,DEBIT,1659.11,22019.86,9624.56,76606.79,36424.99,0,0
309,PAYMENT,276.26,81391.07,55873.34,22763.97,19585.2,0,0
622,DEBIT,959.67,73342.9,60848.5,32643.65,44989.15,0,0
145,CASH_OUT,910.86,82590.48,67483.39,81695.27,98454.92,0,0
740,CASH_OUT,1651.48,52009.71,43584.82,54432.94,27636.92,0,0
412,DEBIT,2767.25,56177.34,76135.76,1125.6,34116.16,0,0
114,TRANSFER,36.8,4538.73,71490.05,23525.29,17269.62,0,0
575,CASH_OUT,284.42,21375.9,759.64,27425.59,53101.97,0,0
399,TRANSFER,719.06,46052.11,39619.29,63406.86,69938.95,0,0
275,CASH_OUT,3325.82,79885.1,37161.7,39293.35,70789.76,0,0
124,DEBIT,1309.85,64580.13,95375.66,72273.45,16727.78,0,0
86,DEBIT,1430.32,62128.44,3283.01,8306.23,65393.33,0,0
582,CASH_OUT,1052.58,89355.37,26797.91,72277.18,85759.85,0,0
47,CASH_OUT,1072.78,60177.4,9639.83,6041.14,27057.44,0,0
711,TRANSFER,7593.55,27393.76,1662.3,29281.14,29018.78,0,0
201,TRANSFER,4578.17,48710.13,59474.51,99210.36,52955.79,0,0
276,TRANSFER,2588.29,71446.06,71734.46,92677.07,38324.56,0,0
549,DEBIT,783.37,83145.57,36131.75,24995.56,7462.61,0,0
715,CASH_OUT,1441.81,53103.81,85125.08,53875.88,666.15,0,0
130,PAYMENT,2338.58,81000.36,4842.35,69.23,14460.85,0,0
448,TRANSFER,1003.65,98961.25,48014.92,93433.44,36972.63,0,0
389,PAYMENT,1486.66,6199.65,84500.5,59660.11,23880.85,0,0
576,DEBIT,314.97,73058.54,82125.59,30908.91,82445.38,0,0
263,TRANSFER,196.5,92711.31,52216.62,36509.53,55052.27,0,0
632,TRANSFER,366.19,50020.86,98119.94,74046.28,30330.02,0,0
278,PAYMENT,2818.37,38093.58,2549.81,88366.59,33423.67,0,0
714,PAYMENT,421.35,55162.05,82993.09,55212.44,22589.54,0,0
46,CASH_OUT,5173.13,90778.47,88644.41,74241.19,98493.16,0,0
168,PAYMENT,919.47,85196.07,50075.14,37799.07,33897.86,0,0
445,DEBIT,370.33,60017.99,71279.69,77048.44,30612.78,0,0
622,TRANSFER,3488.73,93179.77,60225.57,95156.05,5654.98,0,0
46,PAYMENT,1219.99,72445.14,19861.24,20579.4,42207.59,0,0
724,DEBIT,983.55,37609.17,54799.07,99381.15,34375.26,0,0
540,PAYMENT,799.32,23802.11,36091.38,34756.88,54870.86,0,0
87,PAYMENT,802.49,63106.11,75909.0,84519.21,7208.83,0,0
385,PAYMENT,2177.96,76181.43,84911.81,19739.94,10564.52,0,0
669,CASH_OUT,1555.88,66546.94,57652.98,95273.16,37502.64,0,0
265,TRANSFER,1260.88,61452.04,45354.85,82586.68,50918.99,0,0
22,TRANSFER,1184.94,9009.25,69883.28,49309.23,59628.85,0,0
703,TRANSFER,306.3,59778.65,31932.7,38374.69,60786.29,0,0
450,CASH_OUT,3519.09,1056.11,51280.7,35152.32,37879.58,0,0
232,PAYMENT,5230.42,4027.77,11015.44,32642.51,63397.55,0,0
186,TRANSFER,3241.06,25123.67,71842.7,64258.88,68753.21,0,0
326,TRANSFER,1200.29,12353.0,17506.64,7052.03,96868.0,0,0
183,PAYMENT,7164.98,22841.79,63914.34,89480.27,57643.48,0,0
397,TRANSFER,1928.05,97000.54,85528.53,96300.76,42515.88,0,0
481,PAYMENT,2975.17,93393.83,11665.51,34867.81,3488.77,0,0
403,CASH_OUT,2703.58,7192.3,86397.55,25838.86,98708.33,0,0
463,TRANSFER,2460.73,8430.78,74396.99,37086.67,91631.39,0,0
417,TRANSFER,2054.37,58161.09,41516.17,33369.4,94417.87,0,0
202,PAYMENT,475.53,94528.41,56650.48,62855.7,38691.51,0,0
65,DEBIT,697.57,76179.57,35458.26,97306.27,29327.35,0,0
555,CASH_OUT,4355.74,68849.87,62130.87,35836.15,47731.89,0,0
733,TRANSFER,396.8,40327.71,33325.15,46560.09,18883.71,0,0
17,PAYMENT,329.66,70478.71,35418.73,65760.4,59315.51,0,0
183,CASH_OUT,668.6,60275.12,84968.1,82098.44,18223.57,0,0
391,PAYMENT,900.38,79152.71,6088.41,75437.44,56047.1,0,0
44,DEBIT,1610.97,91948.67,42366.6,99194.59,70248.02,0,0
700,TRANSFER,1860.47,73848.78,73791.08,50967.58,65645.02,0,0
482,DEBIT,3127.71,23795.18,12314.99,95217.08,88886.23,0,0
263,TRANSFER,152.48,47830.98,66294.99,28761.53,35905.36,0,0
174,DEBIT,466.98,72239.98,76340.47,95904.22,54449.01,0,0
441,TRANSFER,1407.05,81649.82,69004.65,93904.71,62035.34,0,0
566,PAYMENT,577.53,22150.84,61677.55,43334.04,7781.1,0,0
220,CASH_OUT,4134.79,55897.4,80338.29,54399.38,31424.38,0,0
558,TRANSFER,2044.24,93937.85,66671.47,85334.91,68354.14,0,0
394,TRANSFER,1347.61,67139.02,98919.32,99200.99,87232.82,0,0
195,PAYMENT,0.89,54103.86,11570.93,50817.62,5058.28,0,0
409,DEBIT,3913.01,69871.17,74266.47,13443.04,96467.16,0,0
471,TRANSFER,1235.56,56214.38,12643.5,40308.91,16123.22,0,0
347,DEBIT,1516.05,29053.42,87406.22,7144.65,52699.1,0,0
462,PAYMENT,2396.46,40716.23,85044.27,33885.07,15286.76,0,0
61,TRANSFER,5543.75,83165.14,4302.55,14054.01,85630.23,0,0
166,CASH_OUT,344.45,58852.82,27503.67,77800.75,24188.22,0,0
672,TRANSFER,147.69,42718.92,2451.91,3765.28,92256.98,0,0
151,PAYMENT,260.01,11286.94,57899.15,66804.57,56365.39,0,0
111,DEBIT,2699.73,11501.6,80986.3,5681.15,67028.71,0,0
488,TRANSFER,276.86,15120.83,38021.99,26909.64,10885.26,0,0
549,PAYMENT,1390.22,92617.07,65451.08,21011.57,31738.91,0,0
3,PAYMENT,2451.72,95723.4,59850.99,95904.97,49940.21,0,0
483,PAYMENT,2494.89,73332.14,20352.01,76242.64,52468.66,0,0
13,DEBIT,1042.94,4789.01,21502.42,98597.65,27680.87,0,0
162,DEBIT,2398.73,60233.73,78962.53,41678.68,38700.06,0,0
344,CASH_OUT,5991.91,62429.05,30298.73,53174.2,35204.32,0,0
449,CASH_OUT,56.76,98467.04,69696.83,97214.37,27499.65,0,0
332,TRANSFER,2225.71,23937.92,91871.0,76831.76,34048.85,0,0
264,PAYMENT,1478.88,72310.64,48480.13,8373.54,10934.51,0,0
83,CASH_OUT,478.01,99363.52,47931.25,65771.43,64044.11,0,0
334,DEBIT,735.51,93908.45,82493.48,16392.66,81510.65,0,0
380,PAYMENT,3629.86,35446.41,53197.69,82593.6,35372.89,0,0
219,TRANSFER,1768.12,14136.51,22411.75,29084.13,85433.44,0,0
658,PAYMENT,29.27,7667.39,2222.6,12464.1,89930.13,0,0
454,CASH_OUT,6725.57,5983.69,1536.83,98836.07,48991.63,0,0
673,CASH_OUT,2194.33,8806.58,1120.39,18608.1,39889.62,0,0
741,PAYMENT,1169.1,97953.65,35310.56,52330.63,87121.34,0,0
89,DEBIT,2491.91,98693.3,85156.33,48116.61,42634.14,0,0
333,PAYMENT,457.74,11567.51,73700.33,28227.81,62628.89,0,0
310,PAYMENT,603.47,8185.98,67422.88,73108.4,19748.07,0,0
727,PAYMENT,330.05,66457.59,92370.16,42679.39,2629.1,0,0
420,PAYMENT,1011.92,81886.33,59579.15,30196.46,42557.04,0,0
609,PAYMENT,4701.46,75821.83,60146.67,61471.22,73993.86,0,0
725,DEBIT,983.98,929.4,52404.19,11782.28,16698.18,0,0
354,TRANSFER,679.6,43473.12,19172.39,60153.42,5213.15,0,0
100,TRANSFER,2431.85,72003.2,97190.7,78689.63,77848.55,0,0
145,CASH_OUT,4074.38,81284.74,95870.44,67422.45,92833.33,0,0
10,DEBIT,560.04,69430.02,96561.86,52784.21,26987.04,0,0
44,PAYMENT,3299.7,32971.15,8564.98,30099.66,28304.84,0,0
386,DEBIT,727.13,27081.67,42393.69,40344.76,21901.16,0,0
739,TRANSFER,568.22,82903.15,45194.92,41239.37,96030.48,0,0
495,PAYMENT,1280.95,54334.38,44408.63,44530.41,85307.58,0,0
493,DEBIT,138.12,25431.15,6319.3,92777.92,35580.01,0,0
169,CASH_OUT,3964.43,86730.9,34821.86,97287.78,63539.52,0,0
642,TRANSFER,4148.36,81671.69,42139.58,19081.21,77727.3,0,0
531,PAYMENT,2262.54,49346.66,69647.66,76975.01,22653.33,0,0
336,PAYMENT,721.61,81037.17,37664.62,47522.44,15425.89,0,0
513,PAYMENT,364.74,10344.71,49732.2,10265.52,59857.1,0,0
130,PAYMENT,2399.99,90748.99,95569.93,36329.25,47990.64,0,0
539,PAYMENT,217.6,97781.58,92913.86,64844.42,5136.94,0,0
514,PAYMENT,1059.03,1087.17,24393.6,98986.76,5832.8,0,0
250,DEBIT,186.01,86680.7,95068.42,78169.79,37498.57,0,0
734,CASH_OUT,1111.84,75198.45,50300.46,14894.83,99380.51,0,0
138,DEBIT,288.88,85508.17,48076.7,41382.35,4353.09,0,0
275,DEBIT,65.43,29682.23,52229.78,13849.08,1526.72,0,0
464,PAYMENT,1194.71,95503.56,58512.65,32066.99,86402.86,0,0
141,PAYMENT,1677.24,83291.75,22408.65,60830.78,80307.22,0,0
256,DEBIT,1157.29,41218.53,82286.73,44987.4,8417.58,0,0
456,TRANSFER,387.53,78844.22,12683.53,25742.32,73575.44,0,0
434,PAYMENT,161.19,42605.66,43998.0,99890.39,93992.01,0,0
607,PAYMENT,270.19,32969.31,40341.46,54012.34,34144.31,0,0
173,TRANSFER,2597.4,14599.97,21917.82,73401.81,52609.7,0,0
473,DEBIT,32.01,92766.09,3364.47,60733.21,87444.13,0,0
423,TRANSFER,3980.17,23155.48,5159.32,29175.0,37294.27,0,0
439,PAYMENT,3666.28,51117.67,59275.04,15377.52,37653.73,0,0
57,CASH_OUT,4248.36,52844.3,92779.37,89891.61,98835.08,0,0
498,TRANSFER,4219.73,3387.63,17873.41,76181.25,3788.79,0,0
614,TRANSFER,2202.32,79662.5,18768.55,11656.82,67.78,0,0
169,PAYMENT,3760.28,69348.71,34725.22,89367.01,17764.67,0,0
582,TRANSFER,2621.11,28963.44,17088.58,88245.18,80081.85,0,0
561,PAYMENT,713.7,93282.9,44217.8,3999.31,86139.02,0,0
428,CASH_OUT,2814.03,99155.73,7639.92,76694.56,38359.03,0,0
419,CASH_OUT,1912.02,67383.98,88299.64,19440.85,20595.08,0,0
